dataset,instance_id,image,on_dockerhub
swebench_verified,django__django-16429,swebench/sweb.eval.x86_64.django_1776_django-16429,True
swebench_verified,django__django-16454,swebench/sweb.eval.x86_64.django_1776_django-16454,True
swebench_verified,django__django-16485,swebench/sweb.eval.x86_64.django_1776_django-16485,True
swebench_verified,django__django-16493,swebench/sweb.eval.x86_64.django_1776_django-16493,True
swebench_verified,django__django-16502,swebench/sweb.eval.x86_64.django_1776_django-16502,True
swebench_verified,django__django-16527,swebench/sweb.eval.x86_64.django_1776_django-16527,True
swebench_verified,django__django-16560,swebench/sweb.eval.x86_64.django_1776_django-16560,True
swebench_verified,django__django-16569,swebench/sweb.eval.x86_64.django_1776_django-16569,True
swebench_verified,django__django-16595,swebench/sweb.eval.x86_64.django_1776_django-16595,True
swebench_verified,django__django-16612,swebench/sweb.eval.x86_64.django_1776_django-16612,True
swebench_verified,django__django-16631,swebench/sweb.eval.x86_64.django_1776_django-16631,True
swebench_verified,django__django-16642,swebench/sweb.eval.x86_64.django_1776_django-16642,True
swebench_verified,django__django-16661,swebench/sweb.eval.x86_64.django_1776_django-16661,True
swebench_verified,django__django-16662,swebench/sweb.eval.x86_64.django_1776_django-16662,True
swebench_verified,django__django-16667,swebench/sweb.eval.x86_64.django_1776_django-16667,True
swebench_verified,django__django-16801,swebench/sweb.eval.x86_64.django_1776_django-16801,True
swebench_verified,django__django-16819,swebench/sweb.eval.x86_64.django_1776_django-16819,True
swebench_verified,django__django-16877,swebench/sweb.eval.x86_64.django_1776_django-16877,True
swebench_verified,django__django-16899,swebench/sweb.eval.x86_64.django_1776_django-16899,True
swebench_verified,django__django-16901,swebench/sweb.eval.x86_64.django_1776_django-16901,True
swebench_verified,django__django-16938,swebench/sweb.eval.x86_64.django_1776_django-16938,True
swebench_verified,django__django-16950,swebench/sweb.eval.x86_64.django_1776_django-16950,True
swebench_verified,django__django-17029,swebench/sweb.eval.x86_64.django_1776_django-17029,True
swebench_verified,django__django-17084,swebench/sweb.eval.x86_64.django_1776_django-17084,True
swebench_verified,django__django-17087,swebench/sweb.eval.x86_64.django_1776_django-17087,True
swebench_verified,django__django-7530,swebench/sweb.eval.x86_64.django_1776_django-7530,True
swebench_verified,django__django-9296,swebench/sweb.eval.x86_64.django_1776_django-9296,True
swebench_verified,matplotlib__matplotlib-13989,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-13989,True
swebench_verified,matplotlib__matplotlib-14623,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-14623,True
swebench_verified,matplotlib__matplotlib-20488,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-20488,True
swebench_verified,matplotlib__matplotlib-20676,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-20676,True
swebench_verified,matplotlib__matplotlib-20826,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-20826,True
swebench_verified,matplotlib__matplotlib-20859,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-20859,True
swebench_verified,matplotlib__matplotlib-21568,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-21568,True
swebench_verified,matplotlib__matplotlib-22719,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-22719,True
swebench_verified,matplotlib__matplotlib-22865,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-22865,True
swebench_verified,matplotlib__matplotlib-22871,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-22871,True
swebench_verified,matplotlib__matplotlib-23299,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-23299,True
swebench_verified,matplotlib__matplotlib-23314,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-23314,True
swebench_verified,matplotlib__matplotlib-23412,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-23412,True
swebench_verified,matplotlib__matplotlib-23476,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-23476,True
swebench_verified,matplotlib__matplotlib-24026,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-24026,True
swebench_verified,matplotlib__matplotlib-24149,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-24149,True
swebench_verified,matplotlib__matplotlib-24177,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-24177,True
swebench_verified,matplotlib__matplotlib-24570,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-24570,True
swebench_verified,matplotlib__matplotlib-24627,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-24627,True
swebench_verified,matplotlib__matplotlib-24637,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-24637,True
swebench_verified,matplotlib__matplotlib-24870,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-24870,True
swebench_verified,matplotlib__matplotlib-24970,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-24970,True
swebench_verified,matplotlib__matplotlib-25122,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-25122,True
swebench_verified,matplotlib__matplotlib-25287,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-25287,True
swebench_verified,matplotlib__matplotlib-25311,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-25311,True
swebench_verified,matplotlib__matplotlib-25332,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-25332,True
swebench_verified,matplotlib__matplotlib-25479,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-25479,True
swebench_verified,matplotlib__matplotlib-25775,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-25775,True
swebench_verified,matplotlib__matplotlib-25960,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-25960,True
swebench_verified,matplotlib__matplotlib-26113,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-26113,True
swebench_verified,matplotlib__matplotlib-26208,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-26208,True
swebench_verified,matplotlib__matplotlib-26291,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-26291,True
swebench_verified,matplotlib__matplotlib-26342,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-26342,True
swebench_verified,matplotlib__matplotlib-26466,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-26466,True
swebench_verified,mwaskom__seaborn-3069,swebench/sweb.eval.x86_64.mwaskom_1776_seaborn-3069,True
swebench_verified,mwaskom__seaborn-3187,swebench/sweb.eval.x86_64.mwaskom_1776_seaborn-3187,True
swebench_verified,pallets__flask-5014,swebench/sweb.eval.x86_64.pallets_1776_flask-5014,True
swebench_verified,psf__requests-1142,swebench/sweb.eval.x86_64.psf_1776_requests-1142,True
swebench_verified,psf__requests-1724,swebench/sweb.eval.x86_64.psf_1776_requests-1724,True
swebench_verified,psf__requests-1766,swebench/sweb.eval.x86_64.psf_1776_requests-1766,True
swebench_verified,psf__requests-1921,swebench/sweb.eval.x86_64.psf_1776_requests-1921,True
swebench_verified,psf__requests-2317,swebench/sweb.eval.x86_64.psf_1776_requests-2317,True
swebench_verified,psf__requests-2931,swebench/sweb.eval.x86_64.psf_1776_requests-2931,True
swebench_verified,psf__requests-5414,swebench/sweb.eval.x86_64.psf_1776_requests-5414,True
swebench_verified,psf__requests-6028,swebench/sweb.eval.x86_64.psf_1776_requests-6028,True
swebench_verified,pydata__xarray-2905,swebench/sweb.eval.x86_64.pydata_1776_xarray-2905,True
swebench_verified,pydata__xarray-3095,swebench/sweb.eval.x86_64.pydata_1776_xarray-3095,True
swebench_verified,pydata__xarray-3151,swebench/sweb.eval.x86_64.pydata_1776_xarray-3151,True
swebench_verified,pydata__xarray-3305,swebench/sweb.eval.x86_64.pydata_1776_xarray-3305,True
swebench_verified,pydata__xarray-3677,swebench/sweb.eval.x86_64.pydata_1776_xarray-3677,True
swebench_verified,pydata__xarray-3993,swebench/sweb.eval.x86_64.pydata_1776_xarray-3993,True
swebench_verified,pydata__xarray-4075,swebench/sweb.eval.x86_64.pydata_1776_xarray-4075,True
swebench_verified,pydata__xarray-4094,swebench/sweb.eval.x86_64.pydata_1776_xarray-4094,True
swebench_verified,pydata__xarray-4356,swebench/sweb.eval.x86_64.pydata_1776_xarray-4356,True
swebench_verified,pydata__xarray-4629,swebench/sweb.eval.x86_64.pydata_1776_xarray-4629,True
swebench_verified,pydata__xarray-4687,swebench/sweb.eval.x86_64.pydata_1776_xarray-4687,True
swebench_verified,pydata__xarray-4695,swebench/sweb.eval.x86_64.pydata_1776_xarray-4695,True
swebench_verified,pydata__xarray-4966,swebench/sweb.eval.x86_64.pydata_1776_xarray-4966,True
swebench_verified,pydata__xarray-6461,swebench/sweb.eval.x86_64.pydata_1776_xarray-6461,True
swebench_verified,pydata__xarray-6599,swebench/sweb.eval.x86_64.pydata_1776_xarray-6599,True
swebench_verified,pydata__xarray-6721,swebench/sweb.eval.x86_64.pydata_1776_xarray-6721,True
swebench_verified,pydata__xarray-6744,swebench/sweb.eval.x86_64.pydata_1776_xarray-6744,True
swebench_verified,pydata__xarray-6938,swebench/sweb.eval.x86_64.pydata_1776_xarray-6938,True
swebench_verified,pydata__xarray-6992,swebench/sweb.eval.x86_64.pydata_1776_xarray-6992,True
swebench_verified,pydata__xarray-7229,swebench/sweb.eval.x86_64.pydata_1776_xarray-7229,True
swebench_verified,pydata__xarray-7233,swebench/sweb.eval.x86_64.pydata_1776_xarray-7233,True
swebench_verified,pydata__xarray-7393,swebench/sweb.eval.x86_64.pydata_1776_xarray-7393,True
swebench_verified,pylint-dev__pylint-4551,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-4551,True
swebench_verified,pylint-dev__pylint-4604,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-4604,True
swebench_verified,pylint-dev__pylint-4661,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-4661,True
swebench_verified,pylint-dev__pylint-4970,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-4970,True
swebench_verified,pylint-dev__pylint-6386,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-6386,True
swebench_verified,pylint-dev__pylint-6528,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-6528,True
swebench_verified,pylint-dev__pylint-6903,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-6903,True
swebench_verified,pylint-dev__pylint-7080,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-7080,True
swebench_verified,pylint-dev__pylint-7277,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-7277,True
swebench_verified,pylint-dev__pylint-8898,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-8898,True
swebench_verified,pytest-dev__pytest-10051,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-10051,True
swebench_verified,pytest-dev__pytest-10081,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-10081,True
swebench_verified,pytest-dev__pytest-10356,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-10356,True
swebench_verified,pytest-dev__pytest-5262,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-5262,True
swebench_verified,pytest-dev__pytest-5631,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-5631,True
swebench_verified,pytest-dev__pytest-5787,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-5787,True
swebench_verified,pytest-dev__pytest-5809,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-5809,True
swebench_verified,pytest-dev__pytest-5840,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-5840,True
swebench_verified,pytest-dev__pytest-6197,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-6197,True
swebench_verified,pytest-dev__pytest-6202,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-6202,True
swebench_verified,pytest-dev__pytest-7205,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-7205,True
swebench_verified,pytest-dev__pytest-7236,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-7236,True
swebench_verified,pytest-dev__pytest-7324,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-7324,True
swebench_verified,pytest-dev__pytest-7432,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-7432,True
swebench_verified,pytest-dev__pytest-7490,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-7490,True
swebench_verified,pytest-dev__pytest-7521,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-7521,True
swebench_verified,pytest-dev__pytest-7571,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-7571,True
swebench_verified,pytest-dev__pytest-7982,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-7982,True
swebench_verified,pytest-dev__pytest-8399,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-8399,True
swebench_verified,scikit-learn__scikit-learn-10297,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-10297,True
swebench_verified,scikit-learn__scikit-learn-10844,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-10844,True
swebench_verified,scikit-learn__scikit-learn-10908,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-10908,True
swebench_verified,scikit-learn__scikit-learn-11310,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-11310,True
swebench_verified,scikit-learn__scikit-learn-11578,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-11578,True
swebench_verified,scikit-learn__scikit-learn-12585,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-12585,True
swebench_verified,scikit-learn__scikit-learn-12682,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-12682,True
swebench_verified,scikit-learn__scikit-learn-12973,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-12973,True
swebench_verified,scikit-learn__scikit-learn-13124,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-13124,True
swebench_verified,scikit-learn__scikit-learn-13135,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-13135,True
swebench_verified,scikit-learn__scikit-learn-13142,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-13142,True
swebench_verified,scikit-learn__scikit-learn-13328,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-13328,True
swebench_verified,scikit-learn__scikit-learn-13439,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-13439,True
swebench_verified,scikit-learn__scikit-learn-13496,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-13496,True
swebench_verified,scikit-learn__scikit-learn-13779,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-13779,True
swebench_verified,scikit-learn__scikit-learn-14053,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-14053,True
swebench_verified,scikit-learn__scikit-learn-14087,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-14087,True
swebench_verified,scikit-learn__scikit-learn-14141,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-14141,True
swebench_verified,scikit-learn__scikit-learn-14496,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-14496,True
swebench_verified,scikit-learn__scikit-learn-14629,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-14629,True
swebench_verified,scikit-learn__scikit-learn-14710,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-14710,True
swebench_verified,scikit-learn__scikit-learn-14894,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-14894,True
swebench_verified,scikit-learn__scikit-learn-14983,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-14983,True
swebench_verified,scikit-learn__scikit-learn-15100,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-15100,True
swebench_verified,scikit-learn__scikit-learn-25102,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-25102,True
swebench_verified,scikit-learn__scikit-learn-25232,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-25232,True
swebench_verified,scikit-learn__scikit-learn-25747,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-25747,True
swebench_verified,scikit-learn__scikit-learn-25931,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-25931,True
swebench_verified,scikit-learn__scikit-learn-25973,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-25973,True
swebench_verified,scikit-learn__scikit-learn-26194,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-26194,True
swebench_verified,scikit-learn__scikit-learn-26323,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-26323,True
swebench_verified,scikit-learn__scikit-learn-9288,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-9288,True
swebench_verified,sphinx-doc__sphinx-10323,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-10323,True
swebench_verified,sphinx-doc__sphinx-10435,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-10435,True
swebench_verified,sphinx-doc__sphinx-10449,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-10449,True
swebench_verified,sphinx-doc__sphinx-10466,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-10466,True
swebench_verified,sphinx-doc__sphinx-10614,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-10614,True
swebench_verified,sphinx-doc__sphinx-10673,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-10673,True
swebench_verified,sphinx-doc__sphinx-11445,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-11445,True
swebench_verified,sphinx-doc__sphinx-11510,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-11510,True
swebench_verified,sphinx-doc__sphinx-7440,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-7440,True
swebench_verified,sphinx-doc__sphinx-7454,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-7454,True
swebench_verified,sphinx-doc__sphinx-7462,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-7462,True
swebench_verified,sphinx-doc__sphinx-7590,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-7590,True
swebench_verified,sphinx-doc__sphinx-7748,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-7748,True
swebench_verified,sphinx-doc__sphinx-7757,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-7757,True
swebench_verified,sphinx-doc__sphinx-7889,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-7889,True
swebench_verified,sphinx-doc__sphinx-7910,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-7910,True
swebench_verified,sphinx-doc__sphinx-7985,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-7985,True
swebench_verified,sphinx-doc__sphinx-8035,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8035,True
swebench_verified,sphinx-doc__sphinx-8056,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8056,True
swebench_verified,sphinx-doc__sphinx-8120,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8120,True
swebench_verified,sphinx-doc__sphinx-8265,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8265,True
swebench_verified,sphinx-doc__sphinx-8269,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8269,True
swebench_verified,sphinx-doc__sphinx-8459,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8459,True
swebench_verified,sphinx-doc__sphinx-8475,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8475,True
swebench_verified,sphinx-doc__sphinx-8548,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8548,True
swebench_verified,sphinx-doc__sphinx-8551,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8551,True
swebench_verified,sphinx-doc__sphinx-8593,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8593,True
swebench_verified,sphinx-doc__sphinx-8595,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8595,True
swebench_verified,sphinx-doc__sphinx-8621,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8621,True
swebench_verified,sphinx-doc__sphinx-8638,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8638,True
swebench_verified,sphinx-doc__sphinx-8721,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8721,True
swebench_verified,sphinx-doc__sphinx-9229,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9229,True
swebench_verified,sphinx-doc__sphinx-9230,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9230,True
swebench_verified,sphinx-doc__sphinx-9258,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9258,True
swebench_verified,sphinx-doc__sphinx-9281,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9281,True
swebench_verified,sphinx-doc__sphinx-9320,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9320,True
swebench_verified,sphinx-doc__sphinx-9367,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9367,True
swebench_verified,sphinx-doc__sphinx-9461,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9461,True
swebench_verified,sphinx-doc__sphinx-9591,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9591,True
swebench_verified,sphinx-doc__sphinx-9602,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9602,True
swebench_verified,sphinx-doc__sphinx-9658,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9658,True
swebench_verified,sphinx-doc__sphinx-9673,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9673,True
swebench_verified,sphinx-doc__sphinx-9698,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9698,True
swebench_verified,sphinx-doc__sphinx-9711,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9711,True
swebench_verified,sympy__sympy-11618,swebench/sweb.eval.x86_64.sympy_1776_sympy-11618,True
swebench_verified,sympy__sympy-12096,swebench/sweb.eval.x86_64.sympy_1776_sympy-12096,True
swebench_verified,sympy__sympy-12419,swebench/sweb.eval.x86_64.sympy_1776_sympy-12419,True
swebench_verified,sympy__sympy-12481,swebench/sweb.eval.x86_64.sympy_1776_sympy-12481,True
swebench_verified,sympy__sympy-12489,swebench/sweb.eval.x86_64.sympy_1776_sympy-12489,True
swebench_verified,sympy__sympy-13031,swebench/sweb.eval.x86_64.sympy_1776_sympy-13031,True
swebench_verified,sympy__sympy-13091,swebench/sweb.eval.x86_64.sympy_1776_sympy-13091,True
swebench_verified,sympy__sympy-13372,swebench/sweb.eval.x86_64.sympy_1776_sympy-13372,True
swebench_verified,sympy__sympy-13480,swebench/sweb.eval.x86_64.sympy_1776_sympy-13480,True
swebench_verified,sympy__sympy-13551,swebench/sweb.eval.x86_64.sympy_1776_sympy-13551,True
swebench_verified,sympy__sympy-13615,swebench/sweb.eval.x86_64.sympy_1776_sympy-13615,True
swebench_verified,sympy__sympy-13647,swebench/sweb.eval.x86_64.sympy_1776_sympy-13647,True
swebench_verified,sympy__sympy-13757,swebench/sweb.eval.x86_64.sympy_1776_sympy-13757,True
swebench_verified,sympy__sympy-13798,swebench/sweb.eval.x86_64.sympy_1776_sympy-13798,True
swebench_verified,sympy__sympy-13852,swebench/sweb.eval.x86_64.sympy_1776_sympy-13852,True
swebench_verified,sympy__sympy-13877,swebench/sweb.eval.x86_64.sympy_1776_sympy-13877,True
swebench_verified,sympy__sympy-13878,swebench/sweb.eval.x86_64.sympy_1776_sympy-13878,True
swebench_verified,sympy__sympy-13974,swebench/sweb.eval.x86_64.sympy_1776_sympy-13974,True
swebench_verified,sympy__sympy-14248,swebench/sweb.eval.x86_64.sympy_1776_sympy-14248,True
swebench_verified,sympy__sympy-14531,swebench/sweb.eval.x86_64.sympy_1776_sympy-14531,True
swebench_verified,sympy__sympy-14711,swebench/sweb.eval.x86_64.sympy_1776_sympy-14711,True
swebench_verified,sympy__sympy-14976,swebench/sweb.eval.x86_64.sympy_1776_sympy-14976,True
swebench_verified,sympy__sympy-15017,swebench/sweb.eval.x86_64.sympy_1776_sympy-15017,True
swebench_verified,sympy__sympy-15345,swebench/sweb.eval.x86_64.sympy_1776_sympy-15345,True
swebench_verified,sympy__sympy-15349,swebench/sweb.eval.x86_64.sympy_1776_sympy-15349,True
swebench_verified,sympy__sympy-15599,swebench/sweb.eval.x86_64.sympy_1776_sympy-15599,True
swebench_verified,sympy__sympy-15809,swebench/sweb.eval.x86_64.sympy_1776_sympy-15809,True
swebench_verified,sympy__sympy-15875,swebench/sweb.eval.x86_64.sympy_1776_sympy-15875,True
swebench_verified,sympy__sympy-15976,swebench/sweb.eval.x86_64.sympy_1776_sympy-15976,True
swebench_verified,sympy__sympy-16450,swebench/sweb.eval.x86_64.sympy_1776_sympy-16450,True
swebench_verified,sympy__sympy-16597,swebench/sweb.eval.x86_64.sympy_1776_sympy-16597,True
swebench_verified,sympy__sympy-16766,swebench/sweb.eval.x86_64.sympy_1776_sympy-16766,True
swebench_verified,sympy__sympy-16792,swebench/sweb.eval.x86_64.sympy_1776_sympy-16792,True
swebench_verified,sympy__sympy-16886,swebench/sweb.eval.x86_64.sympy_1776_sympy-16886,True
swebench_verified,sympy__sympy-17139,swebench/sweb.eval.x86_64.sympy_1776_sympy-17139,True
swebench_verified,sympy__sympy-17318,swebench/sweb.eval.x86_64.sympy_1776_sympy-17318,True
swebench_verified,sympy__sympy-17630,swebench/sweb.eval.x86_64.sympy_1776_sympy-17630,True
swebench_verified,sympy__sympy-17655,swebench/sweb.eval.x86_64.sympy_1776_sympy-17655,True
swebench_verified,sympy__sympy-18189,swebench/sweb.eval.x86_64.sympy_1776_sympy-18189,True
swebench_verified,sympy__sympy-18199,swebench/sweb.eval.x86_64.sympy_1776_sympy-18199,True
swebench_verified,sympy__sympy-18211,swebench/sweb.eval.x86_64.sympy_1776_sympy-18211,True
swebench_verified,sympy__sympy-18698,swebench/sweb.eval.x86_64.sympy_1776_sympy-18698,True
swebench_verified,sympy__sympy-18763,swebench/sweb.eval.x86_64.sympy_1776_sympy-18763,True
swebench_verified,sympy__sympy-19040,swebench/sweb.eval.x86_64.sympy_1776_sympy-19040,True
swebench_verified,sympy__sympy-19346,swebench/sweb.eval.x86_64.sympy_1776_sympy-19346,True
swebench_verified,sympy__sympy-19495,swebench/sweb.eval.x86_64.sympy_1776_sympy-19495,True
swebench_verified,sympy__sympy-19637,swebench/sweb.eval.x86_64.sympy_1776_sympy-19637,True
swebench_verified,sympy__sympy-19783,swebench/sweb.eval.x86_64.sympy_1776_sympy-19783,True
swebench_verified,sympy__sympy-19954,swebench/sweb.eval.x86_64.sympy_1776_sympy-19954,True
swebench_verified,sympy__sympy-20154,swebench/sweb.eval.x86_64.sympy_1776_sympy-20154,True
swebench_verified,sympy__sympy-20428,swebench/sweb.eval.x86_64.sympy_1776_sympy-20428,True
swebench_verified,sympy__sympy-20438,swebench/sweb.eval.x86_64.sympy_1776_sympy-20438,True
swebench_verified,sympy__sympy-20590,swebench/sweb.eval.x86_64.sympy_1776_sympy-20590,True
swebench_verified,sympy__sympy-20801,swebench/sweb.eval.x86_64.sympy_1776_sympy-20801,True
swebench_verified,sympy__sympy-20916,swebench/sweb.eval.x86_64.sympy_1776_sympy-20916,True
swebench_verified,sympy__sympy-21379,swebench/sweb.eval.x86_64.sympy_1776_sympy-21379,True
swebench_verified,sympy__sympy-21596,swebench/sweb.eval.x86_64.sympy_1776_sympy-21596,True
swebench_verified,sympy__sympy-21612,swebench/sweb.eval.x86_64.sympy_1776_sympy-21612,True
swebench_verified,sympy__sympy-21847,swebench/sweb.eval.x86_64.sympy_1776_sympy-21847,True
